ID_Processo;Data_Registro;Data_Desembaraco;Importador;Exportador;NCM;Descricao_Mercadoria;Pais_Origem;Modal_Transporte;Porto_Entrada;Valor_Mercadoria_USD;Valor_Frete_USD;Valor_Seguro_USD;Taxa_Cambio;Valor_Aduaneiro_BRL;II_Valor_BRL;IPI_Valor_BRL;PIS_Valor_BRL;COFINS_Valor_BRL;Canal_Parametrizacao
202406343;2024-04-25;2024-05-08;Novais Nascimento Ltda.;Sales S/A Exporters;84713019;Outros computadores portáteis (laptops);China;Aéreo;Porto de Paranaguá (PR);87830.05;7078.71;601.00;4.8659;464740.94;78820.58;52960.90;9759.56;44847.50;Verde
202406344;2023-11-17;2023-11-27;Jesus;Rodrigues Moura Ltda. Exporters;30049099;Outros medicamentos;Argentina;Rodoviário;Aeroporto do Galeão (RJ);56093.52;5665.09;431.42;5.2266;325042.41;42055.41;38778.39;6825.89;31366.59;Verde
202406345;2024-07-24;2024-08-08;Farias;Aparecida Exporters;85171231;Celulares smartphones;México;Aéreo;Porto de Itajaí (SC);8667.01;951.10;58.99;5.4640;52875.67;7793.53;5771.93;1110.39;5102.50;Verde
202406346;2024-01-08;2024-01-23;Viana;Costela - EI Exporters;84713019;Outros computadores portáteis (laptops);Itália;Rodoviário;Porto de Itajaí (SC);50979.51;6502.65;516.14;5.3482;310186.51;44453.48;32388.04;6513.92;29933.00;Verde
202406347;2025-05-18;2025-05-23;Silveira Ltda.;Casa Grande das Neves e Filhos Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Alemanha;Rodoviário;Aeroporto de Guarulhos (SP);24592.54;1515.22;124.15;4.8199;126435.18;20984.42;6426.58;2655.14;12201.00;Verde
202406348;2025-05-09;2025-05-12;Pastor - EI;Casa Grande Exporters;87089990;Outras partes e acessórios para veículos;México;Aéreo;Fronteira de Foz do Iguaçu (PR);11508.37;1412.12;220.11;5.1823;68098.53;9863.24;6866.42;1430.07;6571.51;Verde
202406349;2025-08-05;2025-08-25;Cunha S.A.;Alves Exporters;39269090;Outras obras de plástico;China;Aéreo;Aeroporto do Galeão (RJ);79946.15;9747.18;720.65;5.3548;484148.78;67661.35;28925.02;10167.12;46720.36;Verde
202406350;2025-04-07;2025-04-09;Lima;da Mota Cunha Ltda. Exporters;84713019;Outros computadores portáteis (laptops);Alemanha;Aéreo;Porto de Itajaí (SC);122893.86;6834.29;1991.79;5.1664;680517.90;79166.70;64588.14;14290.88;65669.98;Verde
202406351;2025-07-08;2025-07-26;Duarte;Cavalcanti Fonseca e Filhos Exporters;30049099;Outros medicamentos;Alemanha;Aéreo;Fronteira de Foz do Iguaçu (PR);75862.07;6830.65;1469.37;5.4962;462571.68;65996.33;39795.37;9714.01;44638.17;Amarelo
202406352;2024-06-09;2024-06-29;Azevedo Rocha S/A;Azevedo Ltda. Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;China;Aéreo;Aeroporto do Galeão (RJ);30301.22;2408.70;175.89;5.4460;179096.12;31625.89;13692.65;3761.02;17282.78;Verde
202406353;2024-09-30;2024-10-06;Lima Ltda.;Aragão Exporters;87089990;Outras partes e acessórios para veículos;Itália;Marítimo;Aeroporto de Guarulhos (SP);123520.58;7938.24;1980.24;4.8689;649701.44;76126.63;76668.97;13643.73;62696.19;Verde
202406354;2024-04-20;2024-05-09;Marques - EI;Aragão Exporters;90189099;Outros instrumentos e aparelhos para medicina;Argentina;Aéreo;Aeroporto do Galeão (RJ);54139.11;5740.21;399.06;5.1468;310240.77;49429.62;34051.26;6515.06;29938.23;Verde
202406355;2025-07-23;2025-08-01;Brito;Martins Exporters;87089990;Outras partes e acessórios para veículos;México;Aéreo;Porto de Itajaí (SC);140171.63;11709.33;1515.63;5.1671;792615.52;106042.43;83673.23;16644.93;76487.40;Verde
202406356;2025-06-20;2025-07-10;Lima;Rodrigues - EI Exporters;30049099;Outros medicamentos;Argentina;Marítimo;Fronteira de Foz do Iguaçu (PR);91534.46;7542.53;1768.16;5.4676;551380.94;94022.01;65176.64;11579.00;53208.26;Verde
202406357;2024-09-24;2024-10-01;Cardoso;da Mata Exporters;85171231;Celulares smartphones;Argentina;Rodoviário;Aeroporto de Guarulhos (SP);95471.54;5912.89;1099.10;4.9411;506381.37;56977.33;53406.38;10634.01;48865.80;Verde
202406358;2025-07-08;2025-07-17;da Conceição;Correia Exporters;90189099;Outros instrumentos e aparelhos para medicina;Alemanha;Rodoviário;Aeroporto do Galeão (RJ);11756.77;1607.83;95.68;5.4102;72822.81;8775.68;7228.83;1529.28;7027.40;Verde
202406359;2024-04-11;2024-04-22;Rezende;Garcia Nogueira S/A Exporters;39269090;Outras obras de plástico;Japão;Rodoviário;Aeroporto de Guarulhos (SP);33636.38;4954.88;448.13;5.4915;214384.81;29049.19;14155.67;4502.08;20688.13;Verde
202406360;2024-09-05;2024-09-13;Sousa Ltda.;Vasconcelos Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;México;Marítimo;Porto de Paranaguá (PR);11419.58;701.43;154.61;5.1491;63208.39;6599.89;7584.76;1327.38;6099.61;Verde
202406361;2024-06-21;2024-07-04;Rezende;Cardoso Exporters;39269090;Outras obras de plástico;China;Marítimo;Porto de Paranaguá (PR);138890.36;13015.88;790.53;5.4085;825860.48;119063.69;50361.17;17343.07;79695.54;Amarelo
202406362;2025-07-27;2025-08-02;Viana Rodrigues - EI;Marques e Filhos Exporters;39269090;Outras obras de plástico;Japão;Marítimo;Porto de Paranaguá (PR);130914.65;10011.94;1317.68;4.9803;708419.14;113691.53;75116.99;14876.80;68362.45;Verde
202406363;2024-09-04;2024-09-13;Novaes e Filhos;Correia Exporters;62044200;Vestidos de algodão;Coreia do Sul;Marítimo;Porto de Itajaí (SC);44187.00;4926.01;822.74;5.4469;271995.04;47760.86;30738.20;5711.90;26247.52;Verde
202406364;2023-12-16;2023-12-23;Duarte;Azevedo da Paz - EI Exporters;84713019;Outros computadores portáteis (laptops);Estados Unidos;Marítimo;Aeroporto do Galeão (RJ);128412.04;18404.07;2091.36;5.2688;784563.68;102148.78;73943.37;16475.84;75710.39;Verde
202406365;2024-04-19;2024-05-04;Leão;Sales S.A. Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Itália;Rodoviário;Aeroporto de Guarulhos (SP);136946.27;14768.11;812.93;5.3736;819620.75;140696.80;64624.50;17212.04;79093.40;Verde
202406366;2024-01-06;2024-01-26;Pires;Correia Exporters;87089990;Outras partes e acessórios para veículos;Coreia do Sul;Rodoviário;Fronteira de Foz do Iguaçu (PR);121641.78;14668.72;1320.08;5.1274;705687.04;118017.98;80306.22;14819.43;68098.80;Vermelho
202406367;2024-08-28;2024-09-15;Rocha;da Rosa Exporters;62044200;Vestidos de algodão;Argentina;Aéreo;Fronteira de Foz do Iguaçu (PR);131598.99;18867.12;1770.62;5.2093;793046.80;95811.23;87911.88;16653.98;76529.02;Verde
202406368;2025-05-24;2025-05-29;Santos;Vieira Pereira S.A. Exporters;87089990;Outras partes e acessórios para veículos;Índia;Aéreo;Aeroporto do Galeão (RJ);37231.44;4285.18;687.24;4.9056;207035.26;29446.56;24243.54;4347.74;19978.90;Verde
202406369;2023-11-05;2023-11-19;da Cunha Vasconcelos - ME;Costela Gomes S/A Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;China;Marítimo;Fronteira de Foz do Iguaçu (PR);120196.08;13599.57;1386.27;5.0974;689076.32;110511.08;54388.86;14470.60;66495.86;Verde
202406370;2023-10-17;2023-10-20;Silva Moraes S/A;da Mata Peixoto Ltda. Exporters;90189099;Outros instrumentos e aparelhos para medicina;Índia;Rodoviário;Fronteira de Foz do Iguaçu (PR);124842.48;14083.57;1446.95;4.8643;682816.38;89034.07;60423.84;14339.14;65891.78;Verde
202406371;2024-06-04;2024-06-10;Novais;da Conceição Campos S/A Exporters;30049099;Outros medicamentos;México;Aéreo;Porto de Paranaguá (PR);107185.70;10660.24;1460.62;5.0226;599229.13;66182.85;66919.27;12583.81;57825.61;Verde
202406372;2024-07-26;2024-07-30;Dias;Pinto Exporters;84713019;Outros computadores portáteis (laptops);Coreia do Sul;Rodoviário;Aeroporto de Guarulhos (SP);40288.29;2346.15;655.31;4.8629;210513.73;32670.55;15440.40;4420.79;20314.57;Verde
202406373;2024-12-03;2024-12-05;Macedo Duarte - EI;Nascimento Borges e Filhos Exporters;84713019;Outros computadores portáteis (laptops);Alemanha;Rodoviário;Porto de Paranaguá (PR);87824.05;5834.81;1624.54;5.3550;510242.61;80383.78;28229.71;10715.09;49238.41;Verde
202406374;2025-01-02;2025-01-22;Barros;Pastor Exporters;87089990;Outras partes e acessórios para veículos;Coreia do Sul;Rodoviário;Aeroporto do Galeão (RJ);85019.69;5807.85;928.02;5.1234;470100.44;78783.58;33596.36;9872.11;45364.69;Verde
202406375;2023-10-25;2023-11-05;da Costa;Barbosa da Rocha Ltda. Exporters;90189099;Outros instrumentos e aparelhos para medicina;México;Marítimo;Aeroporto do Galeão (RJ);81518.54;6366.10;872.17;5.1646;458393.42;78377.40;44895.90;9626.26;44234.97;Amarelo
202406376;2025-02-22;2025-03-04;Nunes;Moura Exporters;62044200;Vestidos de algodão;China;Aéreo;Porto de Paranaguá (PR);120884.72;10456.73;1423.02;5.0147;665773.99;100783.20;62414.64;13981.25;64247.19;Verde
202406377;2025-03-17;2025-03-19;Fernandes;da Rocha Exporters;62044200;Vestidos de algodão;Alemanha;Rodoviário;Porto de Santos (SP);123835.63;15015.88;1030.51;5.4780;766273.71;124146.58;61603.56;16091.75;73945.41;Verde
202406378;2025-02-10;2025-02-22;Aragão - EI;Moreira - ME Exporters;62044200;Vestidos de algodão;México;Aéreo;Aeroporto de Guarulhos (SP);126895.91;16833.14;819.82;5.4907;793674.48;112361.96;59256.93;16667.16;76589.59;Verde
202406379;2025-07-09;2025-07-15;Melo;Brito Exporters;39269090;Outras obras de plástico;México;Rodoviário;Porto de Santos (SP);121519.27;16946.64;840.19;4.8737;678936.14;69858.11;81235.12;14257.66;65517.34;Verde
202406380;2025-04-26;2025-04-30;da Mata;da Rocha - ME Exporters;39269090;Outras obras de plástico;Alemanha;Aéreo;Porto de Itajaí (SC);87634.07;12421.81;1672.18;5.3979;549117.90;96812.76;51986.49;11531.48;52989.88;Amarelo
202406381;2024-11-19;2024-12-03;Freitas;Cardoso Exporters;30049099;Outros medicamentos;México;Aéreo;Aeroporto do Galeão (RJ);30717.59;1895.43;488.39;4.8493;160518.67;20227.88;15920.38;3370.89;15490.05;Verde
202406382;2024-11-08;2024-11-12;Gonçalves;da Mata Exporters;39269090;Outras obras de plástico;Itália;Marítimo;Aeroporto de Guarulhos (SP);36463.85;3317.32;305.03;5.4439;218225.26;32419.13;24875.05;4582.73;21058.74;Verde
202406383;2024-11-21;2024-12-11;Pires Ltda.;Novaes Exporters;90189099;Outros instrumentos e aparelhos para medicina;Estados Unidos;Rodoviário;Porto de Santos (SP);23272.47;3178.11;333.80;5.1521;137995.80;14577.31;15883.93;2897.91;13316.60;Verde
202406384;2025-09-07;2025-09-12;Garcia - ME;Pacheco Exporters;85171231;Celulares smartphones;Argentina;Marítimo;Fronteira de Foz do Iguaçu (PR);69811.61;4739.53;872.91;5.2288;394377.27;59395.31;43272.45;8281.92;38057.41;Amarelo
202406385;2025-09-25;2025-10-11;Barros S.A.;Monteiro S/A Exporters;30049099;Outros medicamentos;Itália;Marítimo;Porto de Itajaí (SC);30716.85;2472.10;303.62;5.1207;171505.40;30000.02;9275.95;3601.61;16550.27;Verde
202406386;2025-02-11;2025-02-28;da Rocha da Luz e Filhos;Silveira - EI Exporters;30049099;Outros medicamentos;Argentina;Marítimo;Porto de Santos (SP);79076.13;9623.97;975.87;5.0372;451715.80;46468.41;31297.74;9486.03;43590.57;Verde
202406387;2025-01-16;2025-01-27;Camargo;Alves Sousa Ltda. Exporters;85171231;Celulares smartphones;Alemanha;Rodoviário;Porto de Santos (SP);19132.53;2438.49;337.82;5.0935;111592.68;18460.55;11445.54;2343.45;10768.69;Verde
202406388;2025-02-25;2025-03-08;Lima Alves - EI;Freitas Brito - ME Exporters;84713019;Outros computadores portáteis (laptops);Itália;Marítimo;Aeroporto do Galeão (RJ);113817.41;6307.88;2248.88;5.3805;658434.22;83760.09;39101.10;13827.12;63538.90;Verde
202406389;2024-03-02;2024-03-06;da Cruz Almeida Ltda.;Nogueira Exporters;30049099;Outros medicamentos;Japão;Marítimo;Porto de Santos (SP);25123.84;2888.97;430.65;5.4268;154356.97;16993.28;10634.80;3241.50;14895.45;Verde
202406390;2024-03-10;2024-03-23;Cavalcante;Teixeira Exporters;90189099;Outros instrumentos e aparelhos para medicina;Japão;Rodoviário;Porto de Paranaguá (PR);67819.05;5780.62;1235.44;5.3874;403166.67;44734.47;29590.15;8466.50;38905.58;Verde
202406391;2024-12-31;2025-01-06;Caldeira;Moraes Exporters;39269090;Outras obras de plástico;Itália;Aéreo;Porto de Paranaguá (PR);110264.11;14951.59;1975.29;5.2012;661545.78;88066.84;40135.51;13892.46;63839.17;Amarelo
202406392;2024-12-28;2025-01-04;Marques;da Rocha Exporters;90189099;Outros instrumentos e aparelhos para medicina;Argentina;Rodoviário;Porto de Paranaguá (PR);42115.73;3789.96;806.66;5.2974;247454.00;31504.81;16218.31;5196.53;23879.31;Vermelho
202406393;2025-02-10;2025-02-16;Costela;Brito Exporters;84713019;Outros computadores portáteis (laptops);Argentina;Marítimo;Porto de Paranaguá (PR);124907.59;6998.21;2092.06;5.0657;678792.96;107057.42;62421.27;14254.65;65503.52;Verde
202406394;2025-01-09;2025-01-12;Siqueira;Leão Exporters;39269090;Outras obras de plástico;Itália;Aéreo;Aeroporto de Guarulhos (SP);124393.78;7137.67;792.04;5.0720;671144.74;101549.99;37271.53;14094.04;64765.47;Verde
202406395;2023-10-09;2023-10-14;Borges - EI;Macedo Exporters;84713019;Outros computadores portáteis (laptops);Coreia do Sul;Marítimo;Aeroporto do Galeão (RJ);28094.93;1945.94;419.76;4.8829;148736.21;15857.40;9120.06;3123.46;14353.04;Verde
202406396;2024-11-08;2024-11-17;Borges;Novais - EI Exporters;62044200;Vestidos de algodão;Alemanha;Marítimo;Fronteira de Foz do Iguaçu (PR);37708.48;5264.58;274.57;5.0398;217959.41;35109.25;14450.07;4577.15;21033.08;Verde
202406397;2024-04-15;2024-04-26;Garcia Martins S.A.;Peixoto Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Estados Unidos;Rodoviário;Porto de Santos (SP);137470.98;8083.12;1649.32;5.4411;800948.53;143769.52;75387.51;16819.92;77291.53;Amarelo
202406398;2024-10-03;2024-10-13;Cassiano;Ramos Fonseca S/A Exporters;39269090;Outras obras de plástico;Japão;Marítimo;Porto de Paranaguá (PR);99128.21;12828.60;501.87;5.0336;566072.01;90300.41;57028.24;11887.51;54625.95;Verde
202406399;2023-11-01;2023-11-11;Lopes;Cirino Exporters;62044200;Vestidos de algodão;Itália;Marítimo;Fronteira de Foz do Iguaçu (PR);58263.19;8703.81;703.86;5.4222;366924.94;40029.14;27025.36;7705.42;35408.26;Verde
202406400;2025-04-20;2025-05-06;Marques S.A.;Vasconcelos Alves - EI Exporters;62044200;Vestidos de algodão;Índia;Aéreo;Porto de Itajaí (SC);45794.75;5664.97;350.60;4.9052;254139.98;29396.90;18595.69;5336.94;24524.51;Verde
202406401;2024-10-04;2024-10-16;Cassiano;Siqueira Ltda. Exporters;39269090;Outras obras de plástico;China;Aéreo;Fronteira de Foz do Iguaçu (PR);98772.07;12923.41;1359.38;5.2148;589558.48;87866.75;66895.32;12380.73;56892.39;Verde
202406402;2025-02-13;2025-03-05;Correia Silveira S/A;Rezende Exporters;62044200;Vestidos de algodão;Itália;Aéreo;Fronteira de Foz do Iguaçu (PR);57438.19;6360.38;580.40;5.4563;351270.97;52234.72;33181.49;7376.69;33897.65;Amarelo
202406403;2024-09-18;2024-09-24;Farias Ferreira Ltda.;Novaes Sampaio e Filhos Exporters;90189099;Outros instrumentos e aparelhos para medicina;Argentina;Rodoviário;Porto de Santos (SP);138470.67;10322.16;2197.91;5.2901;798756.11;141908.04;56065.63;16773.88;77079.96;Verde
202406404;2025-09-25;2025-10-03;Alves;Aparecida Exporters;90189099;Outros instrumentos e aparelhos para medicina;México;Aéreo;Porto de Paranaguá (PR);62892.89;8660.04;997.36;4.9411;358478.24;60185.22;43014.42;7528.04;34593.15;Vermelho
202406405;2024-11-11;2024-11-13;Pinto - ME;Marques Exporters;62044200;Vestidos de algodão;Itália;Rodoviário;Fronteira de Foz do Iguaçu (PR);67068.41;6198.53;542.83;4.9387;364524.31;54118.69;25476.40;7655.01;35176.60;Verde
202406406;2024-07-14;2024-07-17;Martins;Gonçalves Guerra S.A. Exporters;62044200;Vestidos de algodão;Coreia do Sul;Aéreo;Aeroporto de Guarulhos (SP);79781.60;7288.38;628.36;5.1974;455803.35;67549.24;23516.85;9571.87;43985.02;Verde
202406407;2024-11-30;2024-12-17;Barbosa;Porto S/A Exporters;62044200;Vestidos de algodão;Itália;Rodoviário;Porto de Itajaí (SC);12868.97;1012.37;159.44;5.2113;73170.72;7474.20;6387.83;1536.59;7060.97;Verde
202406408;2024-06-12;2024-06-29;Fonseca;Vargas Exporters;30049099;Outros medicamentos;Índia;Aéreo;Aeroporto do Galeão (RJ);104430.61;14495.30;1050.88;5.3046;636428.88;74072.97;59618.80;13365.01;61415.39;Verde
202406409;2023-10-28;2023-10-30;Vasconcelos;Marques Exporters;84713019;Outros computadores portáteis (laptops);Itália;Marítimo;Fronteira de Foz do Iguaçu (PR);13969.93;1132.15;78.99;4.8127;73061.94;8843.40;8758.55;1534.30;7050.48;Verde
202406410;2025-06-25;2025-06-27;Caldeira;Carvalho Exporters;87089990;Outras partes e acessórios para veículos;México;Aéreo;Fronteira de Foz do Iguaçu (PR);136927.27;8832.67;852.36;5.0374;738544.80;127015.60;58615.71;15509.44;71269.57;Amarelo
202406411;2024-02-19;2024-03-09;da Cunha;Dias Exporters;39269090;Outras obras de plástico;Alemanha;Aéreo;Aeroporto de Guarulhos (SP);63795.83;6704.57;1268.87;4.9689;356614.33;36880.45;31260.28;7488.90;34413.28;Verde
202406412;2024-03-15;2024-03-29;Ramos;da Luz Exporters;30049099;Outros medicamentos;Itália;Aéreo;Porto de Santos (SP);66830.86;4169.67;1155.10;4.9137;354551.12;59251.16;19929.60;7445.57;34214.18;Verde
202406413;2025-03-07;2025-03-14;Sampaio Santos - ME;Sampaio Exporters;85171231;Celulares smartphones;México;Rodoviário;Aeroporto do Galeão (RJ);125685.01;9139.53;2472.90;4.9667;681915.20;120337.12;72197.85;14320.22;65804.82;Verde
202406414;2024-07-28;2024-08-05;Dias;Jesus Exporters;84713019;Outros computadores portáteis (laptops);China;Rodoviário;Aeroporto de Guarulhos (SP);132959.74;12218.24;1947.01;5.1721;760945.16;133345.28;76560.41;15979.85;73431.21;Amarelo
202406415;2024-11-24;2024-12-01;Moraes Rios - EI;Rocha Exporters;39269090;Outras obras de plástico;China;Aéreo;Porto de Paranaguá (PR);127821.93;10851.62;1633.70;4.8953;686846.08;70858.91;65851.04;14423.77;66280.65;Verde
202406416;2024-12-19;2024-12-29;Andrade e Filhos;Marques Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Coreia do Sul;Marítimo;Porto de Paranaguá (PR);122248.30;12987.90;1006.14;4.9323;671988.09;72233.04;63675.84;14111.75;64846.85;Vermelho
202406417;2024-05-24;2024-06-12;da Rosa;Souza Novais - EI Exporters;87089990;Outras partes e acessórios para veículos;Alemanha;Marítimo;Aeroporto do Galeão (RJ);56906.64;5321.48;984.82;5.0193;317284.71;49302.44;26346.99;6662.98;30617.97;Verde
202406418;2024-09-01;2024-09-11;Nascimento Fonseca S/A;Pereira Exporters;84713019;Outros computadores portáteis (laptops);Itália;Marítimo;Fronteira de Foz do Iguaçu (PR);114369.06;8336.68;1700.10;5.2886;657932.73;69220.47;33476.45;13816.59;63490.51;Amarelo
202406419;2024-07-16;2024-07-30;Martins;Freitas Sales e Filhos Exporters;39269090;Outras obras de plástico;México;Marítimo;Aeroporto de Guarulhos (SP);124811.19;6551.10;2176.87;5.3961;720590.66;107787.36;45937.95;15132.40;69537.00;Verde
202406420;2023-11-28;2023-12-08;Rodrigues;Cavalcante Exporters;30049099;Outros medicamentos;Itália;Marítimo;Fronteira de Foz do Iguaçu (PR);15969.70;1293.74;224.84;5.0719;88698.81;12280.76;9139.45;1862.67;8559.43;Verde
202406421;2024-07-18;2024-08-05;Moreira Ferreira e Filhos;Marques Exporters;39269090;Outras obras de plástico;Índia;Marítimo;Fronteira de Foz do Iguaçu (PR);3767.67;366.07;69.67;5.3724;22582.40;3888.04;2546.30;474.23;2179.20;Verde
202406422;2025-06-11;2025-06-30;Fogaça - ME;Vargas Exporters;87089990;Outras partes e acessórios para veículos;China;Rodoviário;Aeroporto do Galeão (RJ);10768.91;1318.55;203.01;5.3149;65322.62;11494.46;6430.89;1371.77;6303.63;Verde
202406423;2024-11-19;2024-12-08;Siqueira Teixeira S.A.;Pires Exporters;90189099;Outros instrumentos e aparelhos para medicina;Japão;Rodoviário;Aeroporto de Guarulhos (SP);141664.79;17859.25;1304.36;4.8097;773536.36;125054.55;49818.25;16244.26;74646.26;Verde
202406424;2024-04-21;2024-05-07;Costa;Melo Aragão e Filhos Exporters;85171231;Celulares smartphones;Índia;Marítimo;Aeroporto de Guarulhos (SP);64221.64;5684.49;828.85;5.4068;382449.89;51442.66;22659.61;8031.45;36906.41;Verde
202406425;2025-05-03;2025-05-11;Nunes;da Costa - EI Exporters;62044200;Vestidos de algodão;Argentina;Marítimo;Porto de Itajaí (SC);57940.47;4681.27;616.77;5.0449;319031.96;39150.71;37697.96;6699.67;30786.58;Vermelho
202406426;2024-08-10;2024-08-29;Moraes e Filhos;Costela Ltda. Exporters;87089990;Outras partes e acessórios para veículos;Argentina;Marítimo;Aeroporto do Galeão (RJ);1316.87;80.91;17.45;5.2973;7496.90;816.21;785.73;157.43;723.45;Verde
202406427;2024-09-06;2024-09-23;Nunes;Borges Exporters;84713019;Outros computadores portáteis (laptops);Coreia do Sul;Marítimo;Aeroporto do Galeão (RJ);117597.34;11755.76;1505.43;5.1613;675400.13;102808.48;56798.62;14183.40;65176.11;Verde
202406428;2025-07-03;2025-07-06;Rezende;da Cruz Camargo S/A Exporters;84713019;Outros computadores portáteis (laptops);Japão;Marítimo;Porto de Itajaí (SC);24228.79;1492.84;436.24;5.2038;136120.32;17926.69;8154.52;2858.53;13135.61;Verde
202406429;2025-01-13;2025-01-17;Cardoso;Gonçalves S/A Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Japão;Marítimo;Porto de Paranaguá (PR);3020.31;416.72;31.05;5.1785;17959.45;2423.45;1308.15;377.15;1733.09;Amarelo
202406430;2025-05-25;2025-06-12;da Luz - ME;da Rocha Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Alemanha;Aéreo;Aeroporto do Galeão (RJ);29966.66;3935.66;302.80;4.9226;168378.12;21435.90;10252.98;3535.94;16248.49;Amarelo
202406431;2023-10-09;2023-10-29;Barros;Jesus Exporters;62044200;Vestidos de algodão;Índia;Rodoviário;Aeroporto de Guarulhos (SP);39412.68;5560.82;587.62;5.3851;245351.19;28422.89;19164.32;5152.37;23676.39;Verde
202406432;2024-06-20;2024-07-05;Cunha Pires Ltda.;Castro Exporters;39269090;Outras obras de plástico;Coreia do Sul;Marítimo;Porto de Itajaí (SC);147102.41;18039.51;2884.63;4.9814;837007.46;109812.75;81497.00;17577.16;80771.22;Amarelo
202406433;2024-02-10;2024-02-18;Pastor;Jesus Exporters;30049099;Outros medicamentos;Estados Unidos;Marítimo;Porto de Santos (SP);143290.77;8052.71;2811.09;5.4960;847233.52;132675.19;45402.81;17791.90;81758.03;Verde
202406434;2024-06-10;2024-06-17;Teixeira e Filhos;Castro Martins Ltda. Exporters;85171231;Celulares smartphones;Estados Unidos;Marítimo;Porto de Itajaí (SC);21380.69;2294.98;331.42;4.8517;116475.20;14624.42;9326.86;2445.98;11239.86;Verde
202406435;2025-06-21;2025-07-04;Machado;Sá e Filhos Exporters;90189099;Outros instrumentos e aparelhos para medicina;Alemanha;Rodoviário;Aeroporto de Guarulhos (SP);82033.53;5106.32;588.92;5.4804;480788.75;59200.66;37126.98;10096.56;46396.11;Verde
202406436;2024-04-11;2024-04-29;Macedo - ME;Novais Exporters;87089990;Outras partes e acessórios para veículos;Índia;Marítimo;Fronteira de Foz do Iguaçu (PR);88386.03;9736.47;1760.13;5.3273;532104.73;82426.00;41825.50;11174.20;51348.11;Verde
202406437;2024-12-16;2024-12-24;Sousa Ltda.;Correia Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;Alemanha;Marítimo;Fronteira de Foz do Iguaçu (PR);16470.52;1352.23;286.74;5.0650;91724.57;12024.42;5102.24;1926.22;8851.42;Verde
202406438;2023-10-17;2023-11-04;da Costa;Azevedo Andrade S.A. Exporters;90189099;Outros instrumentos e aparelhos para medicina;Coreia do Sul;Rodoviário;Aeroporto do Galeão (RJ);101591.05;5464.82;1146.46;5.3931;583545.99;91447.17;51488.63;12254.47;56312.19;Verde
202406439;2024-07-11;2024-07-20;Casa Grande;das Neves Ltda. Exporters;22042100;Vinhos em recipientes de capacidade não superior a 2 litros;China;Aéreo;Porto de Santos (SP);58282.66;8329.16;685.88;5.4976;369975.84;46495.99;25143.65;7769.49;35702.67;Verde
202406440;2024-07-17;2024-07-24;Vieira;da Rosa Ltda. Exporters;62044200;Vestidos de algodão;Alemanha;Marítimo;Porto de Santos (SP);32986.09;4544.10;501.40;5.2751;200620.44;26552.44;16896.73;4213.03;19359.87;Verde
202406441;2024-07-13;2024-07-27;Martins da Costa e Filhos;Cardoso Exporters;85171231;Celulares smartphones;Estados Unidos;Marítimo;Aeroporto do Galeão (RJ);130207.32;18116.85;1181.08;4.8001;717640.15;123223.24;72275.11;15070.44;69252.27;Verde
202406442;2024-08-14;2024-08-23;Sousa Fogaça - EI;Machado da Luz Ltda. Exporters;90189099;Outros instrumentos e aparelhos para medicina;Itália;Aéreo;Fronteira de Foz do Iguaçu (PR);45651.31;5373.65;593.62;4.9724;256668.23;40887.07;28860.57;5390.03;24768.48;Verde
202406443;2025-04-30;2025-05-18;Fernandes Macedo - EI;Duarte Exporters;62044200;Vestidos de algodão;Coreia do Sul;Marítimo;Porto de Itajaí (SC);15090.68;2037.06;229.63;5.3551;92950.45;15415.12;5518.34;1951.96;8969.72;Verde
202406444;2024-11-28;2024-12-08;Siqueira S.A.;Pacheco Exporters;62044200;Vestidos de algodão;Índia;Aéreo;Porto de Paranaguá (PR);38790.87;2082.11;416.75;5.3454;220710.12;27597.59;22535.71;4634.91;21298.53;Verde
202406445;2023-11-08;2023-11-18;Teixeira;Peixoto Albuquerque Ltda. Exporters;87089990;Outras partes e acessórios para veículos;México;Rodoviário;Aeroporto do Galeão (RJ);137460.35;15817.17;888.87;5.1462;793371.08;114897.79;59539.13;16660.79;76560.31;Verde
202406446;2024-11-03;2024-11-15;Macedo;das Neves Exporters;90189099;Outros instrumentos e aparelhos para medicina;Alemanha;Marítimo;Fronteira de Foz do Iguaçu (PR);116462.96;14679.91;640.37;5.2319;689476.73;100844.20;60206.93;14479.01;66534.50;Verde
202406447;2025-06-14;2025-06-26;Nascimento;Barbosa - ME Exporters;84713019;Outros computadores portáteis (laptops);México;Rodoviário;Porto de Santos (SP);19453.19;2496.88;139.42;5.0935;112512.82;15148.59;9991.78;2362.77;10857.49;Verde
